NAMES,TICKER,ABOUT
Hologic,HOLX,"Hologic, Inc. is a medical technology company primarily focused on women’s health. Hologic is a global champion of women's health across 4 divisions: 

Breast & Skeletal Health -  medical imaging.
Diagnostics
Surgical
Medical Aesthetics (Cynosure)Hologic is the pioneer behind 3D mammography, and are the creators of the Genius™ 3D Mammography™ exam, the first breast tomosynthesis exam approved by the FDA in 2011. The Genius exam detects 20-65% more invasive breast cancers. 
Hologic are the creators of another innovation, SmartCurve™ breast stabilization which provides a more comfortable experience featuring a proprietary curved surface that mirrors the shape of a woman's breast to reduce pinching and allow for a better distribution of force over the entire breast. 

In April 2019, Brook Shields was announced as the celebrity spokesperrson for SculpSure Body Contouring, part of their Medical Aesthetics product range."
Boston Scientific,BSX,"Boston Scientific Corporation, doing business as Boston Scientific, is a manufacturer of medical devices used in interventional medical specialties, including interventional radiology, interventional cardiology, peripheral interventions, neuromodulation, neurovascular intervention, electrophysiology, cardiac surgery, vascular surgery, endoscopy, oncology, urology and gynecology.
Boston Scientific is primarily known for the development of the Taxus Stent, a drug-eluting stent which is used to open clogged arteries. With the full acquisition of Cameron Health in June 2012, the company also became notable for offering a minimally invasive implantable cardioverter-defibrillator (ICD) which they call the EMBLEM Subcutaneous Implantable Defibrillator (S-ICD).

"
McKesson Corp,MCK,"McKesson Corporation is an American company distributing pharmaceuticals and providing health information technology, medical supplies, and care management tools. The company had revenues of $208.4 billion in 2018.McKesson is based in Irving, Texas and distributes health care systems, medical supplies and pharmaceutical products. Additionally, McKesson provides extensive network infrastructure for the health care industry; also, it was an early adopter of technologies like bar-code scanning for distribution, pharmacy robotics, and RFID tags.It is a Fortune Global 500 company, and the 6th highest revenue generating company in the United States."
AvalonBay Communities,AVB,"AvalonBay Communities, Inc. is a publicly traded real estate investment trust that invests in apartments.
As of January 31, 2019, the company owned 78,365 apartment units, all of which were in New England, the New York City metropolitan area, the Washington, D.C. metropolitan area, Seattle, and California. It is the fourth largest owner of apartments in the United States."
Cerner Corp,CERN,"Cerner Corporation is an American supplier of health information technology (HIT) solutions, services, devices, and hardware. As of February 2018, its products were in use at more than 27,000 facilities around the world. The company had more than 28,000 employees globally, with over 13,000 in Kansas City, Missouri. Its headquarters are in the suburb of North Kansas City, Missouri.

"
Booz Allen Hamilton,BAH,"Booz Allen Hamilton Holding Corporation (informally Booz Allen) is the parent of Booz Allen Hamilton Inc., a U.S. management and information technology consulting firm, headquartered in McLean, Virginia, in Greater Washington, D.C., with 80 other offices around the globe. The company's stated core business is to provide consulting, analysis and engineering services to public and private sector organizations and nonprofits."
Brown Forman,BF.B,"The Brown–Forman Corporation is one of the largest American-owned companies in the spirits and wine business. Based in Louisville, Kentucky, it manufactures several well known brands throughout the world, including Jack Daniel's, Early Times, Old Forester, Woodford Reserve, Canadian Mist, GlenDronach, BenRiach, Glenglassaugh, Finlandia, Herradura, Korbel, and Chambord. Brown–Forman formerly owned Southern Comfort and Tuaca before selling them off in 2016.
As of fiscal 2016 the company had sales of $3.08 billion. The roughly 40 members of the Brown family, cousins that are descendants of founder George Garvin Brown, control more than 70% of the voting shares and have a net worth of $12.3 billion."
Molson Coors Brewing,TAP,"The Molson Coors Beverage Company is a multinational brewing company, formed in 2005 by the merger of Molson of Canada, and Coors of the United States. It is the world's seventh largest brewer by volume.While the company is incorporated in the United States, it is traded on stock exchanges in both the United States and Canada, and control is equally shared between the Molson and Coors families. The company is headquartered at 1801 California Street, a 1,372,179-square-foot (127,479.6 m2), 53-story building formerly known as the Transamerica Tower in Denver.  It occupies 67,000-square-foot (6,200 m2) of space located on the 45th, 46th and part of the 47th floors of the structure.Molson Coors expanded significantly after the merger of Anheuser-Busch InBev and SABMiller in October 2016. This was achieved because during the plans for the merger, SABMiller had agreed to divest itself of the Miller brands by selling its stake in MillerCoors to Molson Coors."
Scotts Miracle-Gro,SMG,"The Scotts Miracle-Gro Company is an American multinational corporation headquartered in Marysville, Ohio, where O.M. Scott began selling lawn seed in 1868. The company manufactures and sells consumer lawn, garden and pest control products. In the U.S., the company manufactures Scotts, Miracle-Gro and Ortho brands. The company also markets consumer Roundup."
PRA Health Sciences,PRAH,"PRA Health Sciences is a  contract research organization (CRO) with headquarters in Raleigh, North Carolina that was founded in 1982.  In 2013 the company was acquired by Kohlberg Kravis Roberts, which brought the company public in November 2014 while maintaining control of it.In August 2017 the company acquired Conshohocken-based health and analytics company Symphony Health for US$530 million. PRA's 2018 revenue was US$2.87 billion."
Toro,TTC,
HollyFrontier,HFC,"The HollyFrontier Corporation is a Fortune 500 company based in Dallas, TX. HollyFrontier is a petroleum refiner and distributor of petroleum products, from gasoline to petroleum-based lubricants and waxes. George Damaris currently holds the title as CEO. The company has primary refining operations in Kansas, New Mexico, Oklahoma, Utah, and Wyoming"
TFS Financial,TFSL,"The business known as Toyota Financial Services covers more than 30 countries and regions, including Japan. Financial services operations are coordinated by a wholly owned subsidiary of Toyota Motor Corporation (TMC), Toyota Financial Services Corporation (TFSC), which has overall responsibility for the financial services subsidiaries globally.
The first TFS operation commenced in Sydney, Australia, in 1982 as Toyota Finance Australia Limited and was soon followed by operations in the United States, Canada, Europe, Asia and Oceania.
TFS has constructed a global network that covers approximately 90% of the markets in which Toyota sells its vehicles. Mainly concentrated on auto loans, leases and Toyota dealer floorplan requirements, TFS provides auto sales financing to approximately 5.4 million customers. Toyota Financial Service Corporation via its U.S. subsidiary ""Toyota Motor Credit Corporation"" owns Toyota Financial Savings Bank, an ILC chartered bank in Henderson, NV.
TFS offers its customers financial services that include auto sales financing, credit cards, retail sales of corporate bonds and investment trusts, and insurance."
Cheniere Energy,LNG,"Cheniere Energy, Inc. is a liquefied natural gas (LNG) company headquartered in Houston, Texas. In February 2016 it became the first US company to export liquefied natural gas. As of 2018 it is a Fortune 500 company."
Cadence Design Systems,CDNS,"Cadence Design Systems, Inc. is an American multinational electronic design automation (EDA) software and engineering services company, founded in 1988 by the merger of SDA Systems and ECAD, Inc. The company produces software, hardware and silicon structures for designing integrated circuits, systems on chips (SoCs) and printed circuit boards."
SVB Financial Group,SIVB,"Silicon Valley Bank, a subsidiary of SVB Financial Group, is a U.S.-based high-tech commercial bank. The bank has helped fund more than 30,000 start-ups. SVB is on the list of largest banks in the United States.
The bank is also one of the largest providers of financial services to wine producers in Napa Valley."
Ameren,AEE,"Ameren Corporation is an American power company created December 31, 1997, by the merger of St. Louis, Missouri's Union Electric Company (formerly NYSE: UEP) and the neighboring Central Illinois Public Service Company (CIPSCO Inc. holding, formerly NYSE: CIP) of Springfield, Illinois. It is now a holding company for several power companies and energy companies. The company is based in St. Louis, serving 2.4 million electric, and 900,000 natural gas customers across 64,000 square miles in central and eastern Missouri and the southern four-fifths of Illinois.Ameren is the holding company for the following:
Ameren Missouri
Ameren Illinois
Ameren Transmission CompanyThe Ameren Missouri subsidiary owns Bagnell Dam on the Osage River, which forms the Lake of the Ozarks. Ameren Missouri is responsible for managing water levels on the lake according to federal regulations.

"
Visteon Corp,VC,"Visteon Corporation (VC) is an American global automotive electronics supplier and Fortune 500 company spun off from the Ford Motor Company in 2000. Visteon is composed of multiple businesses that design, engineer, and manufacture vehicle cockpit electronics products and connected car services for a diversified customer base, including all of the major automakers worldwide."
Halliburton,HAL,"Halliburton Company is an American multinational corporation.  One of the world's largest oil field service companies, it has operations in more than 70 countries. It owns hundreds of subsidiaries, affiliates, branches, brands, and divisions worldwide and employs approximately 55,000 people.The company has dual headquarters located in Houston and in Dubai, but it remains incorporated in the United States.Halliburton's major business segment is the Energy Services Group (ESG). It offers a broad array of products and services to upstream oil and gas customers worldwide through fourteen product service lines: Artificial Lift, Cementing, Completion Tools, Multi-Chem, Pipeline & Process Services, Production Enhancement, Production Solutions, Baroid, Drill Bits & Services, Landmark Software & Services, Sperry Drilling, Testing & Subsea, Wireline & Perforating, and Consulting & Project Management. Halliburton's former subsidiary, KBR, is a major construction company of refineries, oil fields, pipelines, and chemical plants. Halliburton announced on April 5, 2007 that it had sold the division and severed its corporate relationship with KBR, which had been its contracting, engineering and construction unit as a part of the company.The company has been involved in numerous controversies, including its involvement with Dick Cheney – as U.S. Secretary of Defense, then CEO of the company, then Vice President of the United States – and the Iraq War, and the Deepwater Horizon, for which it agreed to settle outstanding legal claims against it by paying litigants $1.1 billion.
KBR, one of Halliburton's subsidiaries at the time, paid bribes to high-ranking Nigerian officials between 1994 and 2004. Under a deal reached with the U.S. Justice Department, Halliburton has agreed to pay $382 million to settle the bribery case.Jeff Miller was promoted to President of Halliburton on August 1, 2014, and CEO on June 1, 2017, replacing Dave Lesar."
Unum Group,UNM,"Unum Group is a Chattanooga, Tennessee-based Fortune 500 insurance company formerly known as UnumProvident. Unum Group was created by the 1999 merger of Unum Corporation and The Provident Companies and comprises three distinct businesses –  Unum US, Unum UK, and Colonial Life. Its underwriting insurers include The Paul Revere Life Insurance Company and Provident Life and Accident Insurance Company. Unum is the top disability insurer in both the United States and United Kingdom and also offers other insurance products including accident, critical illness and life insurance.As of December 2016, Unum had 9,400 full-time employees and annual revenues of $11.047 billion. Richard McKenney has led Unum as its CEO since April 1, 2015."
Diamondback Energy,FANG,"Diamondback Energy is a company engaged in hydrocarbon exploration. It is organized in Delaware and headquartered in Midland, Texas.
As of December 31, 2018, the company had 992 million barrels of oil equivalent (6.07×109 GJ) of estimated proved reserves, of which 63% was petroleum, 19% was natural gas, and 18% was natural gas liquids. The company's reserves are all in the Permian Basin."
Moodys Corp,MCO,"Moody's Corporation, often referred to as Moody's, is an American business and financial services company. It is the holding company for Moody's Investors Service (MIS), an American credit rating agency, and Moody's Analytics (MA), an American provider of financial analysis software and services.
Moody's was founded by John Moody in 1909 to produce manuals of statistics related to stocks and bonds and bond ratings. Moody's was acquired by Dun & Bradstreet in 1962. In 2000, Dun & Bradstreet spun off Moody's Corporation as a separate company that was listed on the NYSE under MCO. In 2007, Moody's Corporation was split into two operating divisions, Moody's Investors Service, the rating agency, and Moody's Analytics, with all of its other products."
Gartner,IT,"Gartner, officially known as Gartner, Inc. is a global research and advisory firm providing information, advice, and tools for businesses in IT, finance, HR, customer service and support, legal and compliance, marketing, sales, and supply chain functions. It is a member of the S&P 500. Its headquarters are in Stamford, Connecticut, United States. The firm changed its name from Gartner Group, Inc to Gartner in 2000.Research provided by Gartner has historically targeted CIOs, senior IT, marketing, and supply chain managers. The acquisition of CEB, Inc. has expanded its range and breadth of offerings to support every business function in every industry and enterprise size. Gartner clients include large corporations, government agencies, technology companies and the investment community. Its client base consists of over 15,000 organizations in over 100 countries. The company's products and services include Research, Executive Programs, Consulting and Events. Founded in 1979, Gartner has over 15,000 employees located in 100+ offices around the world.Gartner uses Hype Cycles and Magic Quadrants for visualization of its market analysis results."
Pegasystems,PEGA,"Pegasystems Inc. is an American software company based in Cambridge, Massachusetts. Founded in 1983, Pegasystems develops software for  customer relationship management (CRM), digital process automation, and business process management (BPM). The company has been publicly traded since 1996 as PEGA (NASDAQ). The company's core product is the Pega Platform, which is part of its Pega Infinity suite of applications for customer engagement and digital process automation."
QEP Resources,QEP,"Questar Corporation is a natural gas-focused energy company based in Salt Lake City, Utah in the Rocky Mountains. Questar's three major lines of business — retail gas distribution, interstate gas transportation and gas production — are conducted through its principal subsidiaries: Questar Gas, Questar Pipeline and Wexpro. Wexpro is an oil and natural gas producer in the Rocky Mountains.
Previously known as Mountain Fuel Supply Company the company reorganized under a holding company in 1984 and is publicly traded as Questar Corporation. Mountain Fuel Supply formally changed its name to Questar Gas Company in 1998."
Hilton Grand Vacations,HGV,"Hilton Grand Vacations Inc. is based in Orlando, Florida, United States, with regional offices located in Las Vegas, Nevada, Oahu, Hawaii, New York City, Marco Island, Florida and Sanibel Island, Florida. It was formerly a wholly owned subsidiary of Hilton Inc. (formerly Hilton Worldwide) until it was spun off into a publicly traded company. As of December 31, 2018, it has 51 properties with 8,367 rooms, all franchised.Dealing in timeshares, Hilton Grand Vacations Company, LLC develops, manages, markets, and operates a system of brand-name vacation club ownership resorts. Resort villas are jointly owned by members who have exclusive use of the properties for limited periods of time (also known as timeshares). Club members can also exchange their intervals for vacations at affiliated resorts worldwide. Various timeshare websites report timeshare owner critiques of the HGVC property experience.A year after investing, HNA Group was in talks to sell some or all of its 25% share in Hilton Grand Vacations, a timeshare business which had spun off from Hilton Worldwide Holdings the year before."
Ryder System,R,"Ryder System, Inc., commonly known as Ryder, is an American provider of transportation and supply chain management products, and is especially known for its fleet of rental trucks.Ryder specializes in fleet management, supply chain management, and dedicated contracted carriage. Ryder operates in North America, the United Kingdom and Asia. It has its headquarters in suburban Miami, Florida within Miami-Dade County."
ARRIS International,ARRS,"Arris International Limited (styled as ARRIS) is a US-based telecommunications equipment manufacturing company incorporated in England and Wales that provides cable operators with data, video and telephony systems for homes and businesses.  The company's principal executive offices are located in Suwanee, Georgia, United States, and it has design, engineering, manufacturing, distribution, service and sales office locations worldwide. Since April 4, 2019, Arris is a subsidiary of network infrastructure provider CommScope."
US Bancorp,USB,"U.S. Bancorp (stylized as US bancorp) is an American bank holding company based in Minneapolis, Minnesota, and incorporated in Delaware. It is the parent company of U.S. Bank National Association, which is the 5th largest bank in the United States. The company provides banking, investment, mortgage, trust, and payment services products to individuals, businesses, governmental entities, and other financial institutions. It has 3,106 branches and 4,842 ATMs, primarily in the Midwestern United States, and has approximately 72,400 employees. The company also owns Elavon, a processor of credit card transactions. U.S. Bancorp  is incorporated in Minnesota. 
U.S. Bancorp operates under the second-oldest continuous national charter, originally Charter #24, granted in 1863 following the passage of the National Bank Act. Earlier charters have expired as banks were closed or acquired, raising U.S. Bank's charter number from #24 to #2. The oldest national charter, originally granted to the First National Bank of Philadelphia, is held by Wells Fargo, which it obtained upon its merger with Wachovia."
Wellcare Group,WCG,"WellCare Health Plans, Inc. began operations in 1985 and is based in Tampa, Florida. 
WellCare provides managed care services primarily through Medicaid, Medicare Advantage and Medicare Prescription Drug plans for more than 6.3 million members across the country. The company partners with more than 607,000 contracted providers and employs more than 14,000 associates.Wellcare Health Plans, Inc. is the holding company for several subsidiaries, including WellCare, Meridian Health Plan, Staywell Health Plan, 'Ohana Health Plan, Care1st Health Plan Arizona and Missouri Care, among others. Regional offices are located in Tampa, Atlanta, New York, Chicago, Detroit, Phoenix, Houston, Omaha and St. Louis, among others. WellCare is publicly traded on the New York Stock Exchange as NYSE:WCG. On March 27, 2019, Centene Corporation announced it would acquire WellCare for a total value of $17.3 billion."
First Horizon National,FHN,"First Horizon National Corporation is a bank holding company based in Memphis, Tennessee. Its banking subsidiary, First Horizon (formerly First Tennessee), is the largest bank in Tennessee and the 4th largest regional banking company in the Southeast. It is the 14th United States bank on the list of oldest banks in continuous operation. The company provides financial services including banking, wealth management, insurance, and trading services."
Blackrock,BLK,"BlackRock, Inc. is an American global investment management corporation based in New York City. Founded in 1988, initially as a risk management and fixed income institutional asset manager, BlackRock is one of the world's largest asset managers with $6.84 trillion in assets under management as of August 2019. BlackRock operates globally with 70 offices in 30 countries and clients in 100 countries. Due to its power and the sheer size and scope of its financial assets and activities, BlackRock has been called the world's largest shadow bank."
Centene,CNC,
Twilio,TWLO,"Twilio () is a cloud communications platform as a service (CPaaS) company based in San Francisco, California. Twilio allows software developers programmatically to make and receive phone calls, send and receive text messages, and perform other communication functions using its web service APIs."
Dun & Bradstreet,DNB,"The Dun & Bradstreet Corporation is a company that provides commercial data, analytics, and insights for businesses. It is headquartered in Short Hills, a community in Millburn, New Jersey, U.S. The company offers a wide range of products and services for risk and finance, operations and supply, and sales and marketing professionals, as well as research and insights on global business issues, serving customers in government and industries such as communications, technology, strategic financial services, and retail/telecommunications/manufacturing markets. Often referred to as D&B, the company's database contains more than 300 million business records worldwide."
Gilead Sciences,GILD,"Gilead Sciences, Inc. , is an American biotechnology company that researches, develops and commercializes drugs. The company focuses primarily on antiviral drugs used in the treatment of HIV, hepatitis B, hepatitis C, and influenza, including Harvoni and Sovaldi.
Headquartered and founded in Foster City, California, Gilead is a member of the NASDAQ Biotechnology Index and the S&P 500."
Xcel Energy,XEL,"Xcel Energy Inc. is a utility holding company based in Minneapolis, Minnesota, serving more than 3.3 million electric customers and 1.8 million natural gas customers in Minnesota, Michigan, Wisconsin, North Dakota, South Dakota, Colorado, Texas and New Mexico in 2017. It consists of four operating subsidiaries: Northern States Power-Minnesota, Northern States Power-Wisconsin, Public Service Company of Colorado, and Southwestern Public Service Co.In December 2018 Xcel announced it would deliver 100 percent clean, carbon-free electricity by 2050, with an 80 percent carbon reduction by 2035 (from 2005 levels). This makes Xcel the first major US utility to set such a goal."
Ameriprise Financial,AMP,"Ameriprise Financial, Inc. is an American diversified financial services company. Ameriprise Financial engages in business through its subsidiaries, providing financial planning, products and services, including wealth management, asset management, insurance, annuities, and estate planning.
Ameriprise Financial, Inc., the holding company, is incorporated in Delaware. The company's headquarters are in Minneapolis, Minnesota. James Cracchiolo is the chairman and chief executive officer. The company's primary subsidiaries include Ameriprise Financial Services, Inc., and RiverSource Life Insurance Company. 
Following a 2015 merger of Columbia Management and Threadneedle Asset Management, Columbia Threadneedle Investments, is Ameriprise Financial's global asset management brand, and a provider of investments to institutional and retail clients.

"
Quest Diagnostics,DGX,"Quest Diagnostics Incorporated (NYSE:DGX) is an American clinical laboratory founded in 1967 as Metropolitan Pathology Laboratory, Inc. It became an independent corporation with the Quest name on December 31, 1996. As a Fortune 500 company, Quest operates in the United States, (including Puerto Rico), United Kingdom, Mexico, and Brazil. Quest also maintains collaborative agreements with various hospitals and clinics across the globe.As of 2017 the company had approximately 45,000 employees, and generated more than $7.7 billion in revenue. The company offers access to diagnostic testing services for cancer, cardiovascular disease, infectious disease, neurological disorders and employment and court ordered drug testing."
Vertex Pharmaceuticals,VRTX,"Vertex Pharmaceuticals, Inc. is an American biopharmaceutical company based in Boston, Massachusetts. It was one of the first biotech firms to use an explicit strategy of rational drug design rather than combinatorial chemistry. It maintains headquarters in South Boston, Massachusetts, and three research facilities, in San Diego, California, and Milton Park, near Oxford, England."
Toll Brothers,TOL,"Toll Brothers is a home construction company based in Horsham, Pennsylvania that specializes in building luxury homes. In 2016, the company was the 10th largest home builder in the United States, based on the number of homes closed. The company is ranked 480th on the Fortune 500. The company operates in 20 states.In addition to luxury home construction, the company designs, markets, sells, and arranges financing for homes. The company also develops and operates for-rent apartments through joint ventures.In 2017, the company sold homes at an average base price of $689,000 plus average option upgrades of $152,000."
Assured Guaranty,AGO,
Bank Of Hawaii,BOH,"The Bank of Hawaii Corporation (BOH) is a regional commercial bank headquartered in Honolulu, Hawaii. It is Hawaii's second oldest bank and its largest locally owned bank in that the majority of the voting stockholders reside within the state. Bank of Hawaii has the most accounts, customers, branches, and ATMs of any financial institution in the state (although BancWest's First Hawaiian Bank holds a greater number of dollars in deposits). The bank consists of four business segments: retail banking, commercial banking, investment services, and treasury. The bank is currently headed by chairman, president and chief executive officer, Peter S. Ho."
Bunge Limited,BG,"Bunge Limited (formerly Bunge International, and prior to that Bunge y Born) is an American agribusiness and food company, incorporated in Bermuda, and headquartered in White Plains, New York, United States. As well as being an international soybean exporter, it is also involved in food processing, grain trading, and fertilizer. It competes with Cargill and Archer Daniels Midland. The company has approximately 32,000 employees in 40 countries."
Reinsurance Group of America,RGA,"Reinsurance Group of America, Incorporated (NYSE: RGA) is a holding company for a global life and health reinsurance entity based in Greater St. Louis within the western suburb of Chesterfield, Missouri, United States. With approximately $3.3 trillion of life reinsurance in force and assets of $64.5 billion as of December 31, 2018, RGA has grown to become the only international company to focus primarily on life and health-related reinsurance."
Discover Financial Services,DFS,"Discover Financial Services, Inc. is an American financial services company that owns and operates Discover Bank, which offers checking and savings accounts, personal loans, home equity loans, student loans and credit cards. It also owns and operates the Discover and Pulse networks, and owns Diners Club International. Discover Card is the third largest credit card brand in the United States, when measured by cards in force, with nearly 50 million cardholders. Discover is currently headquartered in the Chicago suburb of Riverwoods, Illinois."
LyondellBasell,LYB,"LyondellBasell Industries N.V. (NYSE: LYB) is a public multinational chemical company with American and European roots, incorporated in the Netherlands, with U.S. operations headquarters in Houston, Texas, and global operations in London, UK.  The company is the largest licensor of polyethylene and polypropylene technologies. It also produces ethylene, propylene, polyolefins, and oxyfuels.LyondellBasell was formed in December 2007 by the acquisition of Lyondell Chemical Company by Basell Polyolefins for $12.7 billion. As of 2016, Lyondell was the third largest independent chemical manufacturer in the United States."
L Brands,LB,"L Brands, Inc. (formerly known as Limited Brands, Inc. and The Limited, Inc.) is an American fashion retailer based in Columbus, Ohio.
Its flagship brands include Victoria's Secret and Bath & Body Works. L Brands posted $12.63 billion in revenue in 2017, and was listed as 231 on the 2018 Fortune 500 list of largest United States companies by revenue."
Garmin,GRMN,"Garmin Ltd. (shortened to Garmin, stylized as GARMIN, and formerly known as ProNav) is an American multinational technology company founded in 1989 by Gary Burrell and Min Kao in Lenexa, Kansas, United States, with headquarters in Olathe, Kansas. Since 2010, the company is incorporated in Schaffhausen, Switzerland.The company specializes in GPS technology for automotive, aviation, marine, outdoor, and sport activities. Due to their development in wearable technology, they have also been competing with activity tracker and smartwatch consumer developers such as Fitbit and Apple."
Huntington Ingalls,HII,"Huntington Ingalls Industries (HII) is America’s largest military shipbuilding company and a provider of professional services to partners in government and industry. HII, ranked No. 371 on the Fortune 500, was formed on March 31, 2011, as a spin-off of Northrop Grumman.HII comprises three divisions: Newport News Shipbuilding, Ingalls Shipbuilding and Technical Solutions. HII’s Newport News and Ingalls shipbuilding divisions in Virginia and Mississippi have built more ships in more ship classes than any other U.S. naval shipbuilder. HII’s Technical Solutions division provides a wide range of professional services through its Fleet Support, Mission Driven Innovative Solutions, Nuclear and Environmental, and Oil and Gas groups.
Mike Petters is the president and CEO of Huntington Ingalls Industries. Petters previously served as president of Northrop Grumman Shipbuilding and as president of Northrop Grumman’s Newport News sector. He joined Newport News Shipbuilding in 1987 in the Los Angeles-class submarine construction division."
Progressive Corp,PGR,"The Progressive Corporation is an American insurance company. It is one of the largest providers of car insurance in America. The company insures motorcycles, boats, RVs and commercial vehicles, and provides home insurance through select companies. Progressive has expanded internationally as well, offering car insurance in Australia. The company was co-founded in 1937 by Jack Green and Joseph M. Lewis, and is headquartered in Mayfield Village, Ohio. Progressive is currently ranked No. 99 in the 2019 Fortune 500 list of the largest United States corporations by total revenue."
CommScope Holding,COMM,"CommScope Inc., which opened in 1976, is a multinational network infrastructure provider company based in Hickory, North Carolina, United States. CommScope is a 1997 spin-off of General Instrument and has over 20,000 employees worldwide, with customers in over 130 countries.CommScope manufactures the SYSTIMAX and Uniprise brands of enterprise infrastructure of copper Unshielded Twisted Pair cabling, connector panels, jacks and fiber optic cabling, connector panels, racking and metals. CommScope also manufactures environmentally secure cabinets for FTTN and DSL applications."
Roper Technologies,ROP,"Roper Technologies, Inc. (formerly Roper Industries, Inc.) is an American diversified industrial company that produces engineered products for global niche markets. The company is headquartered in Sarasota, Florida.
Roper provides a wide range of products and services to customers in over 100 countries. The company has four main business lines: Industrial Technology, Radio Frequency (RF) Technology, Scientific and Industrial Imaging, and Energy Systems and Controls. Roper joined the Russell 1000 index in 2004, and has annual revenues of more than US$1.23 billion, as of 2017."
TJX Companies,TJX,"The TJX Companies, Inc. (abbreviated TJX) is an American multinational off-price department store corporation, headquartered in Framingham, Massachusetts. It was formed as a subsidiary of Zayre Corp. in 1987, and became the legal successor to Zayre Corp. following a company reorganization in 1989.
As of 2019, TJX operates the brands TJ Maxx (in the United States) and TK Maxx (in Europe), Marshalls, HomeGoods, HomeSense, Sierra in the United States, and Winners in Canada. There are over 3,300 discount stores in the TJX portfolio located in more than six countries. TJX ranked No. 85 in the 2018 Fortune 500 list of the largest United States corporations by total revenue."
Sonoco Products,SON,"Founded in 1899, Sonoco Products Company (NYSE: SON) is a United States-based international provider of diversified consumer packaging, industrial products, protective packaging, and packaging supply chain services, and the world's largest producer of composite cans, tubes, and cores.  With annualized net sales of approximately $4.9 billion, Sonoco has 19,900 employees in more than 335 operations in 33 countries, serving more than 85 nations.  The company is headquartered in Hartsville, South Carolina, and is South Carolina's largest corporation in terms of sales.In Fortune Magazine's 2013 World's Most Admired Companies, Sonoco ranked first in financial soundness in the packaging and container sector. Sonoco is a member of the New York Stock Exchange Century Index and the S&P 400."
Abiomed,ABMD,"Abiomed is a manufacturer of medical implant devices, including the AbioCor artificial heart and Impella. It is headquartered in Danvers, Massachusetts and has three additional offices, two in Germany in the cities of Berlin and Aachen, and another in Japan. Michael R. Minogue joined Abiomed in 2004, and serves as CEO, Chairman and President.
For fiscal year 2017, Abiomed reported $445.3 million in revenue and reported diluted earnings per share was $1.17 for the year.As of March 2019, Michael R. Minogue was Chairman, CEO & President of the company, while Dr. David M. Weber was the Chief Operating Officer. According to Bloomberg, the company ""engages in the research, development, and sale of medical devices to assist or replace the pumping function of the failing heart. It also provides continuum of care to heart failure patients"". Earlier in the year, the company had increased its 2019 revenue guidance to approximately $780 million."
Northern Trust,NTRS,"Northern Trust Corporation is a financial services company headquartered in Chicago, Illinois that caters to corporations, institutional investors, and high net worth individuals. It is one of the largest banks in the United States and one the oldest banks in continuous operation. As of December 31, 2018, it had $1.07 trillion in assets under management and $10.13 trillion in assets under custody. Northern Trust Corporation is incorporated in Delaware. The company has offices in 20 US states and locations across 23 countries in Canada, Europe, the Middle East and the Asia-Pacific region. It is ranked 486th on the Fortune 1000 as of February 2019."
Pinnacle West Capital,PNW,Pinnacle West Capital is a utility holding company that owns Arizona Public Service and Bright Canyon Energy.  It is publicly traded on the New York Stock exchange and a component of the S&P 500 stock market index.
Marketaxess Holdings,MKTX,"MarketAxess Holdings Inc. (MarketAxess) is an international financial technology company that operates an electronic trading platform for the institutional credit markets, and also provides market data and post-trade services. It enables institutional investors and broker-dealers to trade credit instruments, including corporate bonds, and other types of fixed income products.MarketAxess was founded in 2000 by Richard McVey, who is still the company’s Chairman & Chief Executive Officer. Headquartered in New York, MarketAxess has 454 employees and serves clients in the Americas, Europe, Latin America and Asia. Today, it is the market leader in the electronic trading of US corporate bonds, with 85% of investment-grade and 84% of high-yield debt traded electronically on its platform. That equates to 20% of all corporate bond trading volume in the US.  As of April 2018, the company is valued at $8.5bn."
First Republic Bank,FRC,"First Republic Bank is an American bank and wealth management company offering personal banking, business banking, trust and wealth management services, catering to low-risk, high net-worth clientele.  The bank specializes in delivering personalized relationship-based service through preferred banking or trust offices in the United States, including San Francisco, Palo Alto, Los Angeles, Santa Barbara, Newport Beach, San Diego, Portland, Palm Beach, Boston, Greenwich, New York City, Jackson, Wyoming, and Manhattan Beach. First Republic offers wealth management services through First Republic Wealth Advisors and First Republic Investment Management.  Brokerage services are provided through First Republic Securities Company LLC and Trust services are provided through First Republic Trust Company."
Credit Acceptance Corp,CACC,"Dun & Bradstreet Credibility Corp was a privately held company headquartered in Malibu, California, USA until it was purchased by Dun & Bradstreet in a $320 million deal that closed in May 2015. The company provided credit and credibility solutions for businesses throughout the U.S. and Canada.  The company was formed in July 2010 when it acquired the North American Credit-on-Self division, also known as the Self Awareness Solutions (SAS) operating unit, of Dun & Bradstreet after raising approximately $200M from Great Hill Partners.  Internet entrepreneur Jeff Stibel was the chairman and CEO."
Morningstar,MORN,
Weyerhaeuser,WY,Weyerhaeuser Company is an American timberland company which owns nearly 12.4 million acres of timberlands in the U.S. and managing additional 14.0 million acres timberlands under long-term licenses in Canada. The company also manufactures wood products. Weyerhaeuser is a real estate investment trust.
